reclon,reclat,
-78.7909516560721,42.9863605681507,
-78.7906136977363,42.9864233546433,
-78.7904098498511,42.9867686792066,
-78.7900504338431,42.9870786848324,
-78.7897446620154,42.9872788142162,
-78.7885537612128,42.9872827383153,
-78.7885162102866,42.988197046565,
-78.7890365588355,42.988197046565,
-78.7896802889991,42.9882716032904,
-78.7900933491874,42.988436412573,
-78.7905385958838,42.9886365375363,
-78.7898246213855,42.9894646032893,
-78.7889233991565,42.9901120532193,
-78.7880168125095,42.9907673440826,
-78.7874320909442,42.9919013339204,
-78.7872014209689,42.9932393365436,
-78.7867826925436,42.9943041751827,
-78.7863320814291,42.9947985531774,
-78.7856990801016,42.9953870932237,
-78.7854952322165,42.9958736154061,
-78.7855703340689,42.9964464511028,
-78.7860960470358,42.9967995663375,
-78.7869328962485,42.9969565057905,
-78.787576626412,42.9967995663375,
-78.7882096277395,42.9965327683476,
-78.7887138830343,42.9961325691907,
-78.7899691568533,42.9959206979936,
-78.7906485470744,42.9958806833574,
-78.7906270894023,42.9963985897756,
-78.7903159531566,42.9968458690786,
-78.7895220192881,42.9972460635901,
-78.7891157467042,42.9977619497672,
-78.7890506598015,42.998082706746,
-78.7877202841302,42.9980630896959,
-78.7877471062203,42.9985535140711,
-78.7877631994744,42.9987732229216,
-78.7881118866463,42.9987653761905,
-78.7886375996133,42.9987536060919,
-78.788954100277,42.9991027847243,
-78.7889571367314,42.9997360401554,
-78.7888552127888,42.999834122673,
-78.7889437256863,42.9999067036353,
-78.7889437256863,43.0001479856774,
-78.7884193529545,43.0005499508605,
-78.7883496155201,43.0007657293343,
-78.787133627931,43.0007501707165,
-78.7859212694563,43.0007501707165,
-78.7858998117842,43.0010601058223,
-78.7859159050383,43.0012680360929,
-78.7861841259398,43.0012209576027,
-78.7858718633652,43.0014066523988,
-78.7861733971037,43.0010091039503,
-78.7860822019972,43.0007619404327,
-78.7868868647017,43.0007658636709,
-78.7878363666929,43.0007854798581,
-78.7884961901106,43.0007933263313,
-78.7885981140532,43.0004480805646,
-78.7887268600859,43.0002048380641,
-78.7888544797897,43.0000452879013,
-78.7888687629813,42.9999543246816,
-78.7889250893706,42.9994286015859,
-78.7888929028624,42.9990284212889,
-78.7883251230473,42.9987734203228,
-78.787917427277,42.9988205006884,
-78.7874131719822,42.9987577268596,
-78.787370256638,42.9981927595143,
-78.787740401482,42.9982398403248,
-78.7877295937812,42.9980367136262,
-78.789382353711,42.9980050890202,
-78.7893716248749,42.9976676744586,
-78.7896613034486,42.9973812629699,
-78.7900582703828,42.9971772430132,
-78.7904445084809,42.996988916298,
-78.790820017743,42.9965141734754,
-78.7908736619233,42.9958157848056,
-78.7908897551774,42.9955489825443,
-78.7896962166685,42.99563628203,
-78.7881083489316,42.9957618360012,
-78.7875611782926,42.9955421163832,
-78.7872071267026,42.9951340635797,
-78.787099838342,42.9947573970486,
-78.7871212960142,42.9943414917384,
-78.7875498648971,42.9929536157503,
-78.7879146453232,42.99203545446,
-78.7887085791916,42.990968172815,
-78.7896634456009,42.9899747815395,
-78.7906107581659,42.9887674403343,
-78.7906697667642,42.9886811121826,
-78.790278164248,42.988473139319,
-78.7898221887155,42.9883004820675,
-78.7892160094781,42.9882023811404,
-78.7884824190393,42.9881696238284,
-78.7884985122934,42.9874632921547,
-78.7887157712236,42.9872749356709,
-78.789863756682,42.9872356946642,
-78.7902526769892,42.9869649310348,
-78.7905584488169,42.9865960627219,
-78.7905316267267,42.986364537863,
-78.7908910427347,42.9862782063365,
-78.7909983310953,42.9863154858742,
-78.7910077188268,42.9863763103345,
-78.7909594390646,42.9863360877143,
-78.7909721236089,42.9863002890279,
-78.7905805210927,42.9863768101323,
-78.7905547365912,42.9865729878721,
-78.7901470408209,42.9869948319298,
-78.7898519978293,42.9872381267212,
-78.7886986479529,42.9872773677264,
-78.788548444248,42.9872969882197,
-78.7885106769394,42.9878451576265,
-78.7885053125214,42.9881787020784,
-78.7894440856766,42.9882218665223,
-78.7899966207336,42.9883905999665,
-78.7905598846268,42.9886260412076,
-78.7923569646667,42.9866836239979,
-78.7938160863708,42.9850668582223,
-78.796004768927,42.9826023858659,
-78.7978715864014,42.9806087595127,
-78.799974438269,42.9783324929055,
-78.8010258642029,42.9772335754174,
-78.802678104956,42.9754124689131,
-78.8039870229553,42.973873905873,
-78.8055105176758,42.9722882036861,
-78.8065834012817,42.9708908678718,
-78.8078064885925,42.970043030667,
-78.8084716764282,42.9689596661198,
-78.8095660177063,42.9677506715604,
-78.8105101552795,42.9667614765187,
-78.8118190732788,42.9651755909567,
-78.8128061261963,42.9642177590217,
-78.8138790098022,42.9630714816014,
-78.8138790098022,42.9606689404558,
-78.8138146367859,42.9594126724383,
-78.8164753881287,42.9585018620863,
-78.8185996976684,42.9575910382519,
-78.8198013273071,42.9565545671438,
-78.820852753241,42.9555966010499,
-78.8209171262573,42.9551254647135,
-78.8212604490112,42.9548270765014,
-78.8209385839294,42.9544030486586,
-78.8200588193725,42.9538376736567,
-78.8209171262573,42.9533665238541,
-78.8216466871094,42.9529896014149,
-78.8218700877261,42.9522198237254,
-78.8222616902422,42.9521884130251,
-78.8226318350863,42.9524200665632,
-78.8226854792666,42.9523376137089,
-78.8222455969881,42.9521550391384,
-78.8218754521441,42.9521844866864,
-78.8213858595594,42.952516809945,
-78.8204846373304,42.9533413311165,
-78.8199983225366,42.953104532355,
-78.8196657286188,42.9530181541323,
-78.8195798979303,42.9531123849147,
-78.819708643963,42.9532340994619,
-78.8197649703523,42.9532085786897,
-78.8195530758401,42.9530770483882,
-78.8196898684999,42.9529847806955,
-78.8203952894708,42.9533420718426,
-78.8211865411302,42.9527256451592,
-78.8216076479455,42.9523408661379,
-78.8220207081338,42.9521543652364,
-78.822583972027,42.95231338183,
-78.822592018654,42.9522544868432,
-78.8218490467569,42.952158291577,
-78.8215036802265,42.9530047276886,
-78.8201947622273,42.9540687421229,
-78.8193727514789,42.9545955410682,
-78.8201827786014,42.9550391983711,
-78.8205743811175,42.9552355058915,
-78.8208828351543,42.9552590627519,
-78.8210920474574,42.9554985569871,
-78.8192612777616,42.9571258687605,
-78.8172657142545,42.9580681071958,
-78.8141221652891,42.9594107720369,
-78.8138107358275,42.9603526361656,
-78.8138312969851,42.9626124919734,
-78.8138312969851,42.964504637485,
-78.8137991104769,42.9668128191846,
-78.8137095206459,42.9697303764302,
-78.8137953513344,42.9722110649695,
-78.8137953513344,42.9747544518639,
-78.8136666053016,42.9763557896487,
-78.8138743167203,42.9792360910841,
-78.8138743167203,42.9816536048995,
-78.8132413153928,42.9816850005576,
-78.8125868563931,42.9817399429206,
-78.812211347131,42.9817477918256,
-78.812200618295,42.9811669701495,
-78.8121684317868,42.9822972126854,
-78.8119753127377,42.9821559335047,
-78.8118139143272,42.9822312159129,
-78.8118165965362,42.9817465479608,
-78.8118434186263,42.9814934202647,
-78.811966800241,42.9817367368292,
-78.8123852248473,42.9817406612821,
-78.8128251071258,42.9817171145614,
-78.8135010237975,42.9815915318985,
-78.813940906076,42.9816150786673,
-78.8138282532974,42.9825098492002,
-78.8138658042236,42.9842561840009,
-78.8137799735351,42.9851273706807,
-78.8143807883544,42.9861398153648,
-78.8146490092559,42.9869638859374,
-78.8147348399444,42.9881960470419,
-78.8147348399444,42.9889573062084,
-78.8146381101158,42.990696280659,
-78.8146381101158,42.9928622248079,
-78.8147239408043,42.9938510000199,
-78.8145308217552,42.9964405739908,
-78.8145737370995,42.9981982832382,
-78.8145422146516,42.9999713361417,
-78.8160657093721,43.0013680110847,
-78.816773812552,43.0013209326711,
-78.8185118839937,43.0014307822467,
-78.820013921042,43.0013209326711,
-78.822181145926,43.0014307822467,
-78.8223742649751,43.0048517135845,
-78.8222884342866,43.0066876394659,
-78.8222455189424,43.0088373290908,
-78.8222851202422,43.0103304762266,
-78.820976202243,43.0102520236309,
-78.8209332868987,43.0094439560626,
-78.8195921823913,43.0090830680834,
-78.8188626215392,43.009075222669,
-78.8185448923842,43.0090569942775,
-78.8185073414579,43.0093394286484,
-78.8184536972776,43.008680413096,
-78.8186039009825,43.0085470400406,
-78.818877486302,43.0085980356548,
-78.8181747475401,43.008680413096,
-78.818341044499,43.0088530130908,
-78.8184483328596,43.0090883759384,
-78.8192556777731,43.0090864145851,
-78.8205753246084,43.0091138735261,
-78.8208810964361,43.0092903949966,
-78.8208328166739,43.0101063098689,
-78.8211385885016,43.0103495131667,
-78.8220612684027,43.0103848167911,
-78.822308031632,43.0100749287281,
-78.8222651162878,43.0086353016538,
-78.8223419562877,43.0074113923516,
-78.8222775832713,43.006030546406,
-78.8221166507304,43.005442108304,
-78.8207648173869,43.0053950330124,
-78.820067443043,43.0052773446254,
-78.8197455779613,43.0048615105189,
-78.819520272404,43.0041475246386,
-78.8169409355533,43.0032295305993,
-78.8135689704341,43.0018207561359,
-78.8114232032222,43.0002200816313,
-78.8082474677485,42.9979602348662,
-78.8053721396846,42.9955433623254,
-78.8025201957497,42.9935630278742,
-78.7993444602761,42.9906751183105,
-78.7964691322121,42.9872533976552,
-78.794108788279,42.9869394687897,
-78.7926067512307,42.9863429995283,
